"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"7394";"WK079613  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079613  ";"1";"1090";"1520";"830";"2525";"2020";"505";"1.4";"199";"265";"         .";;"5";"421"
"7395";"BU07961301";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961301";"1";"880";"1190";"630";"1945";"1605";"345";"1.4";"1146";"205";"      5391";"2";"5";"478"
"7396";"BU07961302";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961302";"1";"20";"50";"10";"105";"60";"45";;;"10";"      5391";"1";"5";"377"
"7397";"BU07961303";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961303";"1";"60";"90";"60";"120";"95";"25";"1.2";"73";"10";"      5391";"1";"5";"305"
"7398";"BU07961304";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961304";"1";"110";"140";"90";"235";"175";"60";"1.6";"64";"35";"      5391";"3";"5";"270"
"7399";"BU07961399";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961399";"1";"10";"50";"40";"115";"85";"30";;;"5";"      5391";"1";"5";"109"
"7400";"WK079614  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079614  ";"1";"620";"1020";"470";"1745";"1290";"455";"1.6";"129";"160";"         .";;"5";"160"
"7401";"BU07961401";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961401";"1";"200";"530";"230";"760";"630";"130";"1.6";"803";"80";"      5382";"4";"5";"179"
"7402";"BU07961402";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961402";"1";"180";"220";"60";"380";"300";"80";"1.2";"231";"35";"      5382";"1";"5";"187"
"7403";"BU07961499";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961499";"1";"240";"280";"170";"605";"355";"250";"2";"56";"45";"      5383";"6";"5";"81"
"7404";"GM0252    ";"Heumen                                  ";"Gemeente  ";"GM0252    ";".";"2690";"4640";"5010";"8585";"6940";"1645";"1.2";"216";"655";"         .";;"4";"798"
"7405";"WK025200  ";"Heumen                                  ";"Wijk      ";"WK025200  ";"1";"2080";"3500";"4170";"6670";"5400";"1270";"1.2";"325";"440";"         .";;"4";"936"
"7406";"BU02520000";"Heumen                                  ";"Buurt     ";"BU02520000";"1";"190";"370";"200";"580";"475";"105";"1.4";"1487";"60";"      6582";"1";"5";"222"
"7407";"BU02520001";"Heumen                                  ";"Buurt     ";"BU02520001";"1";"500";"810";"1120";"1670";"1355";"315";"1.1";"1434";"90";"      6581";"1";"3";"1043"
"7408";"BU02520002";"Heumen                                  ";"Buurt     ";"BU02520002";"1";"990";"1520";"1970";"2990";"2470";"520";"1.1";"1940";"190";"      6581";"1";"3";"1098"
"7409";"BU02520003";"Heumen                                  ";"Buurt     ";"BU02520003";"1";"10";"30";"50";"45";"30";"15";;;"5";"      6581";"1";"5";"341"
"7410";"BU02520004";"Heumen                                  ";"Buurt     ";"BU02520004";"1";"40";"90";"60";"160";"115";"40";"1.5";"361";"20";"      6582";"3";"4";"666"
"7411";"BU02520005";"Heumen                                  ";"Buurt     ";"BU02520005";"1";"20";"40";"40";"100";"70";"30";"1.7";"164";"0";"      6581";"1";"5";"409"
"7412";"BU02520006";"Heumen                                  ";"Buurt     ";"BU02520006";"1";"230";"430";"530";"830";"635";"195";"1.5";"269";"55";"      6581";"1";"4";"858"
"7413";"BU02520007";"Heumen                                  ";"Buurt     ";"BU02520007";"1";;;;"10";"5";"0";;;"5";"      6581";"1";"5";"469"
"7414";"BU02520008";"Heumen                                  ";"Buurt     ";"BU02520008";"1";"80";"170";"140";"245";"200";"45";"1.2";"48";"10";"      6582";"1";"5";"333"
"7415";"BU02520009";"Heumen                                  ";"Buurt     ";"BU02520009";"1";;;;"45";"35";"10";;;"0";"      6582";"1";"5";"62"
"7416";"WK025201  ";"Heumen                                  ";"Wijk      ";"WK025201  ";"1";"610";"1150";"830";"1915";"1540";"375";"1.3";"100";"220";"         .";;"5";"220"
"7417";"BU02520100";"Heumen                                  ";"Buurt     ";"BU02520100";"1";"320";"540";"450";"1070";"860";"205";"1.3";"1435";"110";"      6611";"1";"5";"296"
"7418";"BU02520101";"Heumen                                  ";"Buurt     ";"BU02520101";"1";"110";"250";"160";"380";"310";"70";"1.4";"675";"25";"      6612";"1";"5";"114"
"7419";"BU02520103";"Heumen                                  ";"Buurt     ";"BU02520103";"1";"20";"20";"40";"10";"5";"0";;;"0";"      6611";"1";"5";"124"
"7420";"BU02520104";"Heumen                                  ";"Buurt     ";"BU02520104";"1";"60";"160";"80";"135";"110";"25";"1";"38";"30";"      6611";"1";"5";"242"
"7421";"BU02520105";"Heumen                                  ";"Buurt     ";"BU02520105";"1";"30";"50";"60";"100";"70";"30";"1.4";"23";"20";"      6611";"1";"5";"37"
"7422";"BU02520106";"Heumen                                  ";"Buurt     ";"BU02520106";"1";;;;"10";"5";"5";;;"0";"      6612";"1";"5";"63"
"7423";"BU02520107";"Heumen                                  ";"Buurt     ";"BU02520107";"1";"40";"60";"40";"140";"115";"25";"1.9";"59";"20";"      6611";"1";"5";"48"
"7424";"BU02520108";"Heumen                                  ";"Buurt     ";"BU02520108";"1";"10";"30";"0";"20";"15";"5";;;"0";"      6612";"1";"5";"85"
"7425";"BU02520109";"Heumen                                  ";"Buurt     ";"BU02520109";"1";;;;"55";"45";"10";;;"5";"      6612";"1";"5";"81"
"7426";"GM0797    ";"Heusden                                 ";"Gemeente  ";"GM0797    ";".";"10170";"14750";"9200";"24300";"19545";"4755";"1.3";"308";"1835";"         .";;"3";"1092"
"7427";"WK079701  ";"Heusden                                 ";"Wijk      ";"WK079701  ";"1";"4070";"5930";"3650";"9755";"8015";"1740";"1.2";"378";"725";"         .";;"2";"1502"
"7428";"BU07970101";"Heusden                                 ";"Buurt     ";"BU07970101";"1";"690";"820";"380";"1380";"1135";"245";"1.2";"2027";"115";"      5151";"1";"2";"1548"
"7429";"BU07970102";"Heusden                                 ";"Buurt     ";"BU07970102";"1";"760";"1020";"600";"1800";"1410";"385";"1.4";"758";"140";"      5151";"1";"3";"1254"
"7430";"BU07970103";"Heusden                                 ";"Buurt     ";"BU07970103";"1";"160";"120";"120";"370";"320";"50";"1";"2445";"15";"      5151";"3";"2";"2156"
"7431";"BU07970104";"Heusden                                 ";"Buurt     ";"BU07970104";"1";"1010";"2060";"1330";"3070";"2555";"515";"1.3";"853";"225";"      5152";"1";"2";"1527"
"7432";"BU07970105";"Heusden                                 ";"Buurt     ";"BU07970105";"1";"1430";"1930";"1220";"3135";"2590";"545";"1.2";"165";"230";"      5151";"1";"3";"1496"
"7433";"WK079702  ";"Heusden                                 ";"Wijk      ";"WK079702  ";"1";"300";"800";"330";"1080";"830";"250";"1.5";"145";"170";"         .";;"5";"380"
"7434";"BU07970200";"Heusden                                 ";"Buurt     ";"BU07970200";"1";"300";"800";"330";"1080";"830";"250";"1.5";"145";"170";"      5154";"1";"5";"380"
"7435";"WK079703  ";"Heusden                                 ";"Wijk      ";"WK079703  ";"1";"580";"720";"490";"1380";"1020";"355";"1.6";"163";"90";"         .";;"5";"256"
"7436";"BU07970300";"Heusden                                 ";"Buurt     ";"BU07970300";"1";"580";"720";"490";"1380";"1020";"355";"1.6";"163";"90";"      5254";"1";"5";"256"
"7437";"WK079704  ";"Heusden                                 ";"Wijk      ";"WK079704  ";"1";"410";"770";"430";"1380";"1040";"345";"1.5";"412";"125";"         .";;"5";"491"
"7438";"BU07970400";"Heusden                                 ";"Buurt     ";"BU07970400";"1";"410";"770";"430";"1380";"1040";"345";"1.5";"412";"125";"      5253";"1";"5";"491"
"7439";"WK079705  ";"Heusden                                 ";"Wijk      ";"WK079705  ";"1";"3430";"4910";"3150";"7715";"6330";"1385";"1.2";"568";"530";"         .";;"3";"1123"
"7440";"BU07970501";"Heusden                                 ";"Buurt     ";"BU07970501";"1";"1220";"2220";"1570";"3265";"2705";"560";"1.3";"1042";"210";"      5251";"4";"3";"1170"
"7441";"BU07970502";"Heusden                                 ";"Buurt     ";"BU07970502";"1";"920";"1170";"840";"2135";"1745";"390";"1.2";"820";"145";"      5251";"1";"3";"1190"
"7442";"BU07970503";"Heusden                                 ";"Buurt     ";"BU07970503";"1";"1290";"1520";"730";"2315";"1880";"435";"1.1";"295";"175";"      5251";"1";"3";"1003"
"7443";"WK079706  ";"Heusden                                 ";"Wijk      ";"WK079706  ";"1";"20";"20";"30";"35";"20";"10";;;"5";"         .";;"5";"14"
"7444";"BU07970600";"Heusden                                 ";"Buurt     ";"BU07970600";"1";"20";"20";"30";"35";"20";"10";;;"5";"      5157";"1";"5";"14"
"7445";"WK079707  ";"Heusden                                 ";"Wijk      ";"WK079707  ";"1";"40";"80";"90";"160";"110";"50";"1.7";"29";"10";"         .";;"5";"33"
"7446";"BU07970700";"Heusden                                 ";"Buurt     ";"BU07970700";"1";"40";"80";"90";"160";"110";"50";"1.7";"29";"10";"      5257";"1";"5";"33"
"7447";"WK079708  ";"Heusden                                 ";"Wijk      ";"WK079708  ";"1";"50";"50";"40";"125";"90";"35";"1.8";"79";"15";"         .";;"5";"181"
"7448";"BU07970800";"Heusden                                 ";"Buurt     ";"BU07970800";"1";"50";"50";"40";"125";"90";"35";"1.8";"79";"15";"      5158";"1";"5";"181"
"7449";"WK079709  ";"Heusden                                 ";"Wijk      ";"WK079709  ";"1";"160";"220";"220";"450";"345";"105";"1.4";"84";"40";"         .";;"5";"149"
"7450";"BU07970900";"Heusden                                 ";"Buurt     ";"BU07970900";"1";"160";"220";"220";"450";"345";"105";"1.4";"84";"40";"      5255";"1";"5";"149"
"7451";"WK079710  ";"Heusden                                 ";"Wijk      ";"WK079710  ";"1";"280";"320";"420";"755";"580";"175";"1.1";"816";"50";"         .";;"5";"443"
"7452";"BU07971000";"Heusden                                 ";"Buurt     ";"BU07971000";"1";"280";"320";"420";"755";"580";"175";"1.1";"816";"50";"      5256";"1";"5";"443"
"7453";"WK079711  ";"Heusden                                 ";"Wijk      ";"WK079711  ";"1";"890";"950";"310";"1465";"1160";"305";"1.3";"256";"80";"         .";;"5";"479"
"7454";"BU07971100";"Heusden                                 ";"Buurt     ";"BU07971100";"1";"890";"950";"310";"1465";"1160";"305";"1.3";"256";"80";"      5156";"1";"5";"479"
"7455";"GM0534    ";"Hillegom                                ";"Gemeente  ";"GM0534    ";".";"4770";"7350";"4570";"11545";"9855";"1690";"1.2";"897";"1065";"         .";;"2";"1561"
"7456";"WK053401  ";"Hillegom                                ";"Wijk      ";"WK053401  ";"1";"1550";"1910";"1020";"2865";"2585";"280";"1";"2922";"285";"         .";;"2";"2087"
"7457";"BU05340101";"Hillegom                                ";"Buurt     ";"BU05340101";"1";"320";"520";"350";"795";"700";"95";"0.9";"3640";"65";"      2181";"2";"2";"2014"
"7458";"BU05340102";"Hillegom                                ";"Buurt     ";"BU05340102";"1";"390";"630";"350";"820";"755";"65";"0.9";"2959";"85";"      2181";"1";"2";"2112"
"7459";"BU05340103";"Hillegom                                ";"Buurt     ";"BU05340103";"1";"340";"230";"110";"455";"415";"40";"1.1";"2770";"55";"      2181";"1";"2";"1968"
"7460";"BU05340104";"Hillegom                                ";"Buurt     ";"BU05340104";"1";"50";"40";"30";"130";"105";"25";"1.9";"1068";"20";"      2181";"2";"2";"2397"
"7461";"BU05340105";"Hillegom                                ";"Buurt     ";"BU05340105";"1";"430";"500";"190";"660";"610";"50";"0.9";"3346";"65";"      2182";"1";"2";"2146"
"7462";"WK053402  ";"Hillegom                                ";"Wijk      ";"WK053402  ";"1";"890";"1510";"770";"2405";"1870";"535";"1.4";"2239";"160";"         .";;"3";"1414"
"7463";"BU05340201";"Hillegom                                ";"Buurt     ";"BU05340201";"1";"90";"80";"50";"140";"130";"10";"1.1";"1488";"15";"      2181";"1";"4";"644"
"7464";"BU05340202";"Hillegom                                ";"Buurt     ";"BU05340202";"1";"20";"10";"40";"335";"65";"270";;;"5";"      2181";"1";"3";"1113"
"7465";"BU05340203";"Hillegom                                ";"Buurt     ";"BU05340203";"1";"150";"210";"180";"380";"315";"65";"1";"2291";"20";"      2181";"1";"2";"1560"
"7466";"BU05340204";"Hillegom                                ";"Buurt     ";"BU05340204";"1";"240";"460";"270";"625";"560";"65";"1.3";"3795";"40";"      2181";"1";"3";"1394"
"7467";"BU05340205";"Hillegom                                ";"Buurt     ";"BU05340205";"1";"90";"250";"110";"305";"255";"50";"1.3";"2737";"25";"      2181";"1";"3";"1220"
"7468";"BU05340206";"Hillegom                                ";"Buurt     ";"BU05340206";"1";"310";"480";"140";"620";"545";"70";"1.1";"3044";"60";"      2181";"2";"2";"1672"
"7469";"WK053403  ";"Hillegom                                ";"Wijk      ";"WK053403  ";"1";"1430";"2440";"1540";"3540";"3155";"385";"1.1";"3359";"310";"         .";;"2";"1607"
"7470";"BU05340301";"Hillegom                                ";"Buurt     ";"BU05340301";"1";"180";"270";"210";"450";"395";"60";"1.1";"1902";"50";"      2182";"1";"2";"1661"
"7471";"BU05340302";"Hillegom                                ";"Buurt     ";"BU05340302";"1";"230";"370";"150";"540";"505";"40";"0.9";"4363";"30";"      2182";"1";"2";"1814"
"7472";"BU05340303";"Hillegom                                ";"Buurt     ";"BU05340303";"1";"240";"480";"220";"625";"570";"60";"1.1";"3274";"50";"      2182";"2";"3";"1429"
"7473";"BU05340304";"Hillegom                                ";"Buurt     ";"BU05340304";"1";"420";"570";"280";"790";"705";"85";"1.2";"3759";"80";"      2182";"1";"2";"1854"
"7474";"BU05340305";"Hillegom                                ";"Buurt     ";"BU05340305";"1";"330";"630";"300";"805";"705";"100";"1.2";"4512";"70";"      2182";"1";"3";"1243"
"7475";"BU05340306";"Hillegom                                ";"Buurt     ";"BU05340306";"1";"60";"150";"320";"320";"280";"40";"1.2";"2889";"30";"      2181";"1";"2";"1779"
"7476";"WK053404  ";"Hillegom                                ";"Wijk      ";"WK053404  ";"1";"630";"1080";"890";"1790";"1565";"220";"1.2";"2032";"205";"         .";;"3";"1011"
"7477";"BU05340401";"Hillegom                                ";"Buurt     ";"BU05340401";"1";"350";"580";"520";"1035";"905";"130";"1.3";"1706";"135";"      2182";"1";"4";"758"
"7478";"BU05340402";"Hillegom                                ";"Buurt     ";"BU05340402";"1";"290";"500";"370";"750";"660";"90";"1.1";"2758";"75";"      2182";"1";"3";"1338"
"7479";"WK053405  ";"Hillegom                                ";"Wijk      ";"WK053405  ";"1";"260";"410";"360";"940";"670";"270";"1.8";"106";"100";"         .";;"5";"427"
"7480";"BU05340501";"Hillegom                                ";"Buurt     ";"BU05340501";"1";;;;"0";"0";"0";;;"0";"      2182";"1";"5";"423"
"7481";"BU05340502";"Hillegom                                ";"Buurt     ";"BU05340502";"1";;;;"60";"45";"15";;;"10";"      2182";"1";"5";"291"
"7482";"BU05340503";"Hillegom                                ";"Buurt     ";"BU05340503";"1";"260";"410";"360";"885";"625";"255";"1.7";"106";"90";"      2182";"4";"5";"434"
"7483";"GM0798    ";"Hilvarenbeek                            ";"Gemeente  ";"GM0798    ";".";"2720";"5270";"3770";"8885";"7190";"1695";"1.4";"94";"745";"         .";;"4";"585"
"7484";"WK079800  ";"Hilvarenbeek                            ";"Wijk      ";"WK079800  ";"1";"1550";"2620";"2240";"4730";"3925";"805";"1.3";"151";"355";"         .";;"4";"840"
"7485";"BU07980000";"Hilvarenbeek                            ";"Buurt     ";"BU07980000";"1";"1460";"2340";"2070";"4315";"3610";"710";"1.2";"1390";"325";"      5081";"1";"4";"955"
"7486";"BU07980009";"Hilvarenbeek                            ";"Buurt     ";"BU07980009";"1";"80";"290";"170";"415";"315";"95";"1.6";"15";"30";"      5081";"1";"5";"117"
"7487";"WK079801  ";"Hilvarenbeek                            ";"Wijk      ";"WK079801  ";"1";"150";"490";"320";"765";"590";"175";"1.6";"30";"70";"         .";;"5";"120"
"7488";"BU07980100";"Hilvarenbeek                            ";"Buurt     ";"BU07980100";"1";"110";"330";"210";"525";"415";"110";"1.5";"557";"50";"      5085";"1";"5";"144"
"7489";"BU07980109";"Hilvarenbeek                            ";"Buurt     ";"BU07980109";"1";"40";"160";"110";"240";"175";"65";"1.8";"10";"15";"      5085";"1";"5";"62"
"7490";"WK079802  ";"Hilvarenbeek                            ";"Wijk      ";"WK079802  ";"1";"120";"420";"230";"585";"475";"110";"1.5";"93";"55";"         .";;"5";"99"
"7491";"BU07980200";"Hilvarenbeek                            ";"Buurt     ";"BU07980200";"1";"100";"340";"170";"490";"405";"80";"1.6";"522";"45";"      5084";"1";"5";"108"
"7492";"BU07980209";"Hilvarenbeek                            ";"Buurt     ";"BU07980209";"1";"20";"80";"70";"95";"70";"30";"1.2";"18";"10";"      5084";"1";"5";"65"
"7493";"WK079803  ";"Hilvarenbeek                            ";"Wijk      ";"WK079803  ";"1";"720";"1370";"790";"2280";"1815";"460";"1.4";"107";"210";"         .";;"5";"319"
"7494";"BU07980300";"Hilvarenbeek                            ";"Buurt     ";"BU07980300";"1";"530";"1060";"650";"1785";"1470";"320";"1.4";"860";"170";"      5087";"1";"5";"405"
"7495";"BU07980301";"Hilvarenbeek                            ";"Buurt     ";"BU07980301";"1";"60";"100";"40";"180";"135";"45";"1.9";"601";"20";"      5087";"1";"5";"50"
"7496";"BU07980309";"Hilvarenbeek                            ";"Buurt     ";"BU07980309";"1";"130";"210";"90";"315";"215";"95";"1.4";"17";"20";"      5087";"1";"5";"95"
"7497";"WK079804  ";"Hilvarenbeek                            ";"Wijk      ";"WK079804  ";"1";"160";"380";"190";"515";"380";"140";"1.5";"51";"60";"         .";;"5";"74"
"7498";"BU07980400";"Hilvarenbeek                            ";"Buurt     ";"BU07980400";"1";"100";"220";"120";"310";"250";"60";"1.6";"683";"35";"      5089";"1";"5";"87"
"7499";"BU07980409";"Hilvarenbeek                            ";"Buurt     ";"BU07980409";"1";"60";"160";"70";"205";"125";"80";"1.5";"21";"25";"      5089";"1";"5";"54"
"7500";"GM0402    ";"Hilversum                               ";"Gemeente  ";"GM0402    ";".";"17600";"23990";"26310";"39990";"32135";"7855";"0.9";"877";"2955";"         .";;"1";"2750"
"7501";"WK040201  ";"Hilversum                               ";"Wijk      ";"WK040201  ";"1";"2260";"2750";"2990";"3315";"2790";"525";"0.6";"3220";"335";"         .";;"1";"3951"
"7502";"BU04020101";"Hilversum                               ";"Buurt     ";"BU04020101";"1";"590";"1050";"1200";"1130";"950";"180";"0.6";"2847";"95";"      1211";"1";"1";"4026"
"7503";"BU04020102";"Hilversum                               ";"Buurt     ";"BU04020102";"1";"980";"810";"670";"1000";"840";"155";"0.6";"4452";"100";"      1211";"1";"1";"3901"
